question_num	category	instance_id	answer	question_text	classification
2	a	18	"Cordelia's refusal to flattery can be seen as a deliberate choice to stand for truth rather than hypocrisy. This is evident in her response that ""I cannot heave My heart into my mouth"" (Passage 3), suggesting a genuine struggle to express her true feelings rather than pretend to be something she is not. Additionally, when she says ""I know you what you are; and, like a sister, am most loath to call Your faults as they are nam'd"" (Passage 6), she acknowledges her father's problems without hesitation, demonstrating a willingness to speak truth over flattery. However, in other instances, she does betray deep affection by admitting ""I love your Majesty / According to my bond; no more nor less"" (Passage 3) and ""I am sure my love's More richer than my tongue"" (Passage 2), indicating that her words may have more to them than meets the eye. Overall, Cordelia's responses are laced with both honesty and subtlety."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	A+B
2	a	19	"Cordelia's famous ""I love your Majesty according to my bond; no more nor less"" (Passage 3) suggests an honest struggle to express herself truthfully, rather than a deliberate act of defiance. This line implies that Cordelia is not trying to hide her true feelings, but rather is unable to muster the exaggerated flattery that her sisters Goneril and Regan seem to effortlessly produce. Her confession that she ""cannot heave My heart into my mouth"" (Passage 3) reinforces the idea that she is genuinely struggling to contain her emotions, rather than taking a stand against the societal expectation of excessive deference to her father. In contrast, her expression of ""unhappy"" feelings and fear of being ""depriv'd"" of her father's favor (Passage 5) also implies a deeper emotional vulnerability, rather than a calculated act of rebellion. Overall, Cordelia's words reveal a complex and nuanced character who is grappling with the constraints of social expectation and family duty."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	20	"Cordelia's refusal to fawn over her father, Lear, has sparked debate about her motivations, with some questioning whether she is deliberately defiant or simply struggling to express her love in the manner expected of her. In Passage 1, Cordelia states, ""What shall Cordelia speak? Love, and be silent,"" suggesting that she is aware of her silence being a reaction to societal pressures rather than an act of outright defiance. Furthermore, in Passage 3, she clarifies, ""I love your Majesty / According to my bond; no more nor less,"" indicating that her words are genuinely a reflection of her true feelings, emphasizing the sincerity of her response. Her use of the word ""bond"" highlights that she is working within a societal framework that dictates certain responses to expressions of love and obligation. However, when asked what she loves her father for, Cordelia's words in Passage 10, ""No blown ambition doth our arms incite, / But love, dear love, and our ag'd father's right,"" reveals a deep affection for her father, though expressed in a way that diverges from the flattery he expects."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	21	"Cordelia's refusal to speak flattery is not a deliberately defiant stance, but rather an honest struggle to express her love. Her intention is to remain true to herself and her values, rather than resorting to hollow words that don't genuinely come from her heart. From Passage 1, Cordelia's whisper of ""What shall Cordelia speak? Love, and be silent"" reveals her internal struggle to articulate her love in a way that aligns with her own feelings, indicating a deeper, genuine emotion. (""What shall Cordelia speak? Love, and be silent."") As seen in Passage 2, Cordelia acknowledges that she is ""sure my love's more richer than my tongue,"" indicating that she is aware of a richer, deeper emotion that she cannot express with her words. (""since I am sure my love's More richer than my tongue."") Furthermore, Passage 4 highlights her honest affection when she ""Return[s] those duties back as are right fit"" and ""Obey you, love you, and most honour you."" This genuine expression of love is in stark contrast to the flattery of her sisters. (""I Return those duties back as are right fit, / Obey you, love you, and most honour you."") In contrast to her sisters, who use insincere words to gain favor, Cordelia chooses to stick to her truth, even if it means speaking ""unpleasant truths, as they are nam'd."""	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	22	"Cordelia's refusal to speak flattery is an honest struggle to express her love truly, rather than a deliberate act of defiance. In her words, ""I have, with three-inch'd heels, / As many winters to my wish'd age"" (1.3.15-16) she hints at a deeper emotional truth unspoken. When she does speak, her words are not rebellious but genuinely honest, as she ""Return[s] those duties back as are right fit, / Obey you, love you, and most honour you"" (4.7.44-45). Her declaration that ""Time shall unfold what plighted cunning hides"" (4.4.30) implies a simplicity and sincerity in her intentions. Her ""still-soliciting eye"" (4.7.43) and ""unpublis'd virtues of the earth"" (4.7.52) suggest a heartfelt expression of love, rather than a calculated rebuke. Her actions and words reveal a vulnerable and genuine person, rather than a rebellious one."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	23	"Cordelia's refusal to flatter her father, King Lear, is not a deliberate act of defiance, but rather a genuine struggle to express her love truthfully. Her love for her father is not about external displays or grandiose declarations, but rather about quietly standing by her principles and speaking the truth, even when it may not align with her father's expectations. As she says, ""I cannot heave my heart into my mouth"" (Passage 3), indicating that she is not capable of producing elaborate language, only her truest thoughts. Furthermore, she affirms that her love is ""according to my bond"" and ""no more nor less"", reinforcing the idea that she is not rebelling, but simply being honest. In fact, she confesses that she would prefer her brother to be treated better, not as a sign of rebellion, but as an expression of genuine concern for his well-being (Passage 7). This behavior suggests that Cordelia's words and actions are guided by a desire to stand true, rather than a need to be rebellious or defiant."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	24	"Cordelia's refusal to flatter Lear is neither a deliberate act of defiance nor an honest struggle to express love falsely, but rather a genuine and pure expression of her own limited capacity to speak. According to Passage 3, Cordelia says, ""I love your Majesty According to my bond; no more nor less,"" indicating that she is constrained by a sincere inability to exaggerate her feelings. Moreover, in Passage 4, Cordelia explicitly states that she obeys and honors Lear, suggesting that her refusal to flatter is not out of defiance, but out of a natural unwillingness to feign emotions she doesn't genuinely feel."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	N/A
2	a	25	"In Act 1, Scene 1, Cordelia's refusal to flatter her father King Lear is not motivated by a desire to defy him, but rather an honest struggle to express her love truthfully. As she says, ""I love your Majesty according to my bond; no more nor less"" (Passage 3), indicating that her response is one of integrity and sincerity, rather than rebellion. Furthermore, Cordelia acknowledges her father's ""richness"" in love and support, suggesting that she values honesty over flattery. She says, ""I am sure my love's More richer than my tongue"" (Passage 2), underscoring her genuine desire to express her true feelings, rather than trying to manipulate her father through false words. This is reinforced by her request to ""be holden of it, no more"" more from her love for him, indicating a willingness to be truthful, rather than calculating in her expression of love (Passage 3)."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	26	"This question seems to pose a nuanced debate about Cordelia's motives in her speech, suggesting that her refusal to flatter her father may be due to a struggle to express her love truly, rather than outright defiance. Passages 1, 3, and 7 suggest that Cordelia is not deliberately being defiant. She appears genuinely unable to express her love in the manner her father demands, implying a reluctance to speak falsely rather than a desire to stand against him. This is evident in her heartfelt declaration of love, emphasizing the importance of speaking truly, ""Love, and be silent"" (Passage 1); her simple, honest expression of love ""according to my bond"" (Passage 3); and her description of her reluctance to speak ill of others, including those who have disappointed her father, ""I know you what you are"" (Passage 6). It can be argued that her struggles to find the right words to express her love, as evidenced by her own inner turmoil (""My heart doth howl"" not explicitly stated in the passages, but certainly implied in the overall sentiment), underscore her genuine difficulties in speaking falsely, rather than a deliberate act of defiance."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	27	"This question can be resolved by examining Cordelia's words and actions in the play. It seems that Cordelia's refusal to flatter Lear is an honest struggle, rather than a deliberate act of defiance. This is evident in Passage 3, where she says ""I love your Majesty / According to my bond; no more nor less"" (3), suggesting that she speaks from a place of genuine devotion. Furthermore, Passage 1 shows that Cordelia is not eager to speak, and when she does, she struggles to express herself, saying ""What shall Cordelia speak? / Love, and be silent"" (1). This hesitancy to speak truth to power is characteristic of her honest nature, rather than a rebellious defiance. Additionally, Passage 7 suggests that Cordelia's love for her father is sincere, as she says ""I would prefer him to a better place!"" (7), implying that she longs for a better future for him, rather than challenging his authority."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	28	"Cordelia's reaction to Lear's demand for hyperbolic flattery is less about deliberate defiance and more about an honest struggle to express her true feelings in accordance with her nature. Passage 3 (""Love's not hereafter,"" ""Unhappy that I am, I cannot heave my heart into my mouth"") suggests that Cordelia is simply being true to herself and unwilling to feign affection she doesn't feel. Furthermore, in Passage 5 (""It is no vicious blot, murder, or foulness...Though not to have it hath lost me in your liking""), Cordelia implies that she values sincerity and authenticity, and her inability to participate in flattery is due to her inherent character, rather than a calculated decision. Additionally, in Passage 8 (""Who cover faults, at last shame them derides""), Cordelia indicates that she prioritizes speaking truth over hiding or concealing issues, supporting the idea that her actions are driven more by a genuine commitment to honesty than a desire to rebel against her father."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	29	"Cordelia's actions and words suggest that she is not being deliberately defiant, but rather is genuinely struggling to express herself truthfully in a context where flattery is expected. This is evident in her initial hesitation, as seen in Passage 1 (""What shall Cordelia speak? Love, and be silent""). She genuinely values her bond of love towards Lear (""I love your Majesty According to my bond; no more nor less,"" Passage 3), rather than trying to outdo her sisters in flattery. Furthermore, Cordelia's reluctance to speak is not rooted in rebellion, but in a desire to speak truthfully, as evident in Passage 7, where she acknowledges herself to be ""most loath to call / Your faults as they are nam'd,"" demonstrating a willingness to temper her words with caution."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	30	"Cordelia's refusal of her father's request to declare her love in exaggerated terms can be seen as both a deliberate stand for truth and an honest struggle to express her love falsely. The truth is that Cordelia's genuine emotional struggle is evident in her private declarations to herself, as she notes that she is ""unhappy... to speak words / Of freedom I have with my breath more wild"" (Passage 1). She also admits that she is ""not so"" when asked to speak her love (Passage 2), suggesting a reluctance to conform to her father's expectations. Additionally, when asked to declare her love in more flattering terms, Cordelia responds that she has ""love / According to my bond; no more nor less"" (Passage 3), a statement that reveals a reluctance to flatter her father and instead stand by her honest testimony of love. However, as Cordelia's speech reveals a certain circumspection and hesitation, we can also interpret her actions as a genuine struggle to express her love honestly and truthfully, without resorting to empty flattery. This is evident in her statement that her love is ""unlike"" the excessive language she is advised to use, suggesting that her genuine emotions are genuinely simpler and more sincere (Passage 2 and Passage 3). Cordelia's ultimate reaction to her father's anger is not a rebellious act, but rather a product of his own flaws, as shown in her statement that ""Time shall unfold what plighted cunning hides"" (Passage 8)."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	A+B
2	a	31	"Cordelia's refusal to speak is not an act of deliberate defiance, but rather an honest struggle to express her love in a way that is true and genuine. This is evident in her statement in Passage 3, where she says, ""I love your Majesty / According to my bond; no more nor less."" This suggests that Cordelia is not trying to flatter her father, but rather expressing her love in a humble and measured way, as is her nature. In Passage 4, Cordelia explains her actions, saying, ""I know you what you are; / And, like a sister, am most loath to call / Your faults as they are nam'd."" This line implies that she is being truthful and sincere in her intentions, rather than intentionally trying to provoke a reaction from her father. Overall, Cordelia's actions and words are driven by a desire to be honest and authentic, rather than a desire to defy or manipulate her father."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	32	"Cordelia's response to Lear's demand for her to speak her love is more a struggle with how to express her feelings truthfully than a deliberate act of defiance. Her phrases such as ""unhappy that I am, I cannot heave My heart into my mouth"" and ""I Return those duties back as are right fit"" suggest genuine anguish as she tries to respond authentically (Passage 3). Her inability to praise Lear at the level her sisters do is not a rejection of her father, but rather an honest inability to engage in false flattery (Passage 2)."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	33	"Cordelia's refusal to flatter King Lear represents an honest struggle to express her true feelings rather than a deliberate act of defiance. This can be seen in her inner turmoil, expressed at the beginning of the play: ""What shall Cordelia speak? Love, and be silent"" (Passage 1). Her inner conflict between her love for Lear and her moral obligation to speak the truth is evident, as she confesses, ""I cannot heave / My heart into my mouth"" (Passage 3). Additionally, her explanation to Lear of her ""true"" love without hyperbolic flattery demonstrates her genuine sincerity: ""I love your Majesty / According to my bond; no more nor less"" (Passage 3). Her words convey a sense of humility and a commitment to her own moral compass, rather than a calculated attempt to rebel or defy her father."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	34	"Cordelia's refusal to flatter her father is not a deliberate act of defiance, but rather an honest expression of her inability to express herself in the terms her father demands. As she says in Passage 3, ""I cannot heave my heart into my mouth"" - she genuinely struggles to verbalize her love in the artificial and excessive terms expected of her, choosing instead to remain true to her own inner truth. While she does declare a love ""According to my bond; no more nor less"" (Passage 3), her restraint comes from a sense of inadequacy, not rebellion. Her words convey a deep affection and loyalty to her father, as seen in Passage 4, where she explains that she wants to ""Obey you, love you, and most honour you."" Despite her difficulties in finding the right words, Cordelia is not motivated by a desire to defy her father, but rather to be genuine and authentic."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	35	"Cordelia's words and actions in King Lear suggest that she is more hesitant and truthful rather than deliberately defiant or rebellious. When Cordelia says, ""No more nor less"" (Passage 3), she emphasizes her loyalty and sincerity, indicating a genuine struggle to express her love in words. Moreover, when she states, ""It is no vicious blot, murther, or foulness"" (Passage 5), Cordelia seeks to explain her actions without a hidden agenda, showing that she is not bent on defying her father. Rather, she appears to value authenticity and the truth. In contrast, her speech patterns and language choices indicate a natural reserve and humility, with phrases like ""what shall Cordelia speak? Love, and be silent"" (Passage 1) and ""I know you what you are"" (Passage 6), reveal her inner turmoil and difficulty in voicing her true feelings."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	36	"Cordelia's refusal to fawn over her father in order to receive a ""love"" portion is a nuanced and complex moment in the play. In contrast to her sisters' fawning flattery, Cordelia's response is deeply rooted in her desire to speak the truth and express her genuine love. Indeed, ""she cannot heave her heart into her mouth"" to offer the type of lavish praise her father demands (Passage 3). This struggle is not a choice she makes over flattery, but rather a genuine inability to speak falsely. As she says, ""No more nor less"" than her true love is what she can offer (Passage 3), suggesting a reluctance to compromise her integrity rather than some calculation to be defiant."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	37	"Cordelia's refusal to flatter her father Lear is indeed an expression of her commitment to truth and honesty, rather than a rebellious attempt to defy him. This is evident in her struggle to speak her heart's true feelings, as seen in Passage 1, where she exclaims, ""What shall Cordelia speak? Love, and be silent"" - a poignant admission that her love is more valuable to her than a false expression of devotion. When she finally speaks, she affirms her love and obedience, but frames her words as a straightforward expression of her duty, rather than a forced compliance. Passage 3 states, ""I love your Majesty According to my bond; no more nor less"" - a clear declaration of her commitment to truth and adherence to her bond as a daughter. This honesty earns her scorn and dismissal from her father, rendering her actions anything but defiant. It is only when she tries to speak more deeply that she stumbles, revealing that she is genuinely struggling to express her love in a way that meets her father's expectations."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	A+B
2	a	38	"Cordelia's refusal to flatter Lear is an honest struggle to express her true love, rather than deliberate defiance or defiance. She is unambiguously sincere in her speech, stating her love ""according to my bond,"" without embellishment (Passage 3). This honesty costs her dearly, as Lear misunderstands and rejects her. Despite her innocence, she is bound to his expectations and feels a deep bond with Lear, acknowledging his faults and flaws, even when others do not (Passage 6). However, her words are not empty, but genuinely reflect her love for her father, as she seeks to bring him back to honor and virtue through her words (Passage 10). In contrast, her ""soliciting eye"" and selflessness in offering words of comfort and support demonstrate a deep affection for the people she is addressing rather than a rebellious attitude."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	39	"Cordelia's actions and speeches suggest she is being neither deliberately defiant nor solely struggling to express love, but rather speaking truth as a sincere and honest act of love. When asked what to say, she admits to having trouble speaking her true heart, indicating that her restraint is due to difficulty finding the words rather than a desire to rebel. As she says, ""Time shall unfold what plighted cunning hides. Who cover faults, at last shame them derides"" (Passage 8), implying that her silence and restraint are not a calculated move, but rather an organic response to the complexity of emotions and the challenges of articulating them. This is further supported by her statement that she cannot ""heave / My heart into my mouth"" (Passage 3), suggesting that her inability to speak her true feelings is a physical and emotional constraint rather than a deliberate choice."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	40	"In my analysis, Cordelia's refusal to flatter her father is not a calculated act of defiance, but rather an honest struggle to express her love in a manner that is true to her character. Her words are not a deliberate rejection of King Lear's foolish demand, but a genuine struggle to articulate her affection. (""Unhappy that I am, I cannot heave My heart into my mouth,"" Passage 3). By saying that she cannot speak her love in a way that flatters him, she is highlighting the difficulty in finding the right language to express her true feelings. Her words convey her difficulty in speaking falsely, rather than a refusal to speak at all (""I am glad I have not, though not to have it Hath lost me in your liking,"" Passage 5). Furthermore, her actions and words throughout the scene demonstrate a deep loyalty and love for her father, which is rooted in a desire to be honest and genuine, rather than a desire to provoke him."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	41	"In response to the question, it is evident that Cordelia's response is not one of deliberate defiance, but rather an honest struggle to express her love in a manner that is true to herself. When Cordelia says ""That I am sure my love's More richer than my tongue"" (Passage 2), she is indicating that her love is genuine and cannot be contained or expressed in a way that her sisters had done. This is further emphasized when she says ""I know you what you are; And, like a sister, am most loath to call Your faults as they are nam'd"" (Passage 6), suggesting that she values honesty and authenticity over mere flattery. However, it's also possible to interpret Cordelia's responses as a complex mix of emotions, where she struggles to speak her truth because of her love for her father."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	42	"Cordelia's ""defiance"" is not a rebellion against her father's expectations, but rather an honest struggle to express her true love and loyalty to King Lear. When asked to name the qualities that earn her hundred knights (Act 1, Scene 1), Cordelia responds that she loves him ""according to my bond; no more nor less"" (Passage 3), indicating a commitment to the truth and her own character, rather than trying to outdo her sisters in flattery. Cordelia's words are not simply ""honest"" but rather reveal the depth of her humility and dedication to her father, as seen in ""All blest secrets, / All you unpublish'd virtues of the earth"" (Passage 9), which suggests she means no harm but is instead genuinely expressing her esteem. Her declaration that ""No blown ambition doth our arms incite"" (Passage 10) underscores her indifference to personal gain or power and her emphasis on the loyalty and respect for her father."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	43	"Cordelia is neither deliberately defiant nor simply struggling to express love falsely. Her refusal of Lear's demand that she speak excessively and flatter him is an honest expression of her limited ability to manufacture false words of admiration. ""What shall Cordelia speak? Love, and be silent"" (Passage 1). She is truthful in her assessment of her own limitations and limitations in describing her love for her father, recognizing that she cannot exceed her bond with him, but also indicating that she loves him ""according to my bond; no more nor less"" (Passage 3). This is not defiance, but rather a demonstration of her simplicity, sincerity, and integrity. By emphasizing that her reluctance to speak is ""a still-soliciting eye and such a tongue as I am glad I have not"" (Passage 5), she shows that her restraint is not deliberate rebellion, but an authenticity based on who she is."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	44	"Cordelia's refusal to swear feigned love to her father, King Lear, stems from an honest struggle to express her true feelings, rather than deliberate defiance. Her words convey a sense of discomfort and difficulty in feigning emotions (Passage 3: ""Unhappy that I am, I cannot heave my heart into my mouth""). She does so not to rebel against her father, but to be truthful and authentic in her expression (Passage 1: ""What shall Cordelia speak? Love, and be silent""). Furthermore, her words also reveal a deep affection and devotion to her father, as evident in her description of her love as ""according to my bond"" (Passage 4: ""I love your Majesty / According to my bond; no more nor less"")."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	45	"Cordelia is not being deliberately defiant, standing for truth over flattery, but rather her refusal is an honest struggle to express her love in a way that is genuine and untainted. She confesses, ""Time shall unfold what plighted cunning hides"" (Passage 8), suggesting her lack of guile and intent to deceive. She also explicitly states, ""I cannot heave / My heart into my mouth"" (Passage 3), indicating an inability to verbally express her emotions in a way that would satisfy her father's expectations. Furthermore, she affirms, ""I know you what you are; / And, like a sister, am most loath to call / Your faults as they are nam'd"" (Passage 6), revealing a genuine affection for her father, even if she cannot flatter him. However, if she were being defiant, one might expect more vitriol or rebuking language, which is absent from her dialogue, instead, she expresses love and loyalty to her father, ""I love your Majesty / According to my bond; no more nor less"" (Passage 3). Overall, Cordelia's actions and words demonstrate a more innocent and authentic intention, rather than a rebellious or manipulative one. It is also worth noting that, although Cordelia's father and sisters Goneril and Regan feign affection and flattery, their actions are shown to be hollow and deceitful, which contrasts with Cordelia's honest and heartfelt speech."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	46	"Cordelia's refusal to speak the kind of words her father, King Lear, demands, often interpreted as an act of defiance, can be seen as a more honest struggle to express love truthfully, hiding deep affection rather than rebelling. In fact, Cordelia's inner thoughts reveal a more nuanced and genuine character. As she reflects, ""Unhappy that I am, I cannot heave My heart into my mouth"" (Passage 3), indicating she genuinely finds it difficult to utter the empty flattery her sisters spoke. Cordelia's words also reveal a deep affection and loyalty to her father, as seen in her response, ""Good my lord, You have begot me, bred me, lov'd me"" (Passage 4). This statement undermines the notion that she is being deliberately defiant and instead shows a strong emotional connection to her father. Furthermore, Cordelia's desire to speak the truth accurately represents a genuine aspect of her character, as she admits to being ""most loath to call"" Lear's flaws by their name (Passage 6)."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	47	"Cordelia's refusal to flatter her father, King Lear, can be seen as an honest struggle to express her true love and loyalty, rather than deliberate defiance. She confesses to her ""unhappy"" inability to speak with the same extravagant flattery as her sisters, saying ""I cannot heave My heart into my mouth"" (Passage 3). This suggests that she genuinely struggles with expressing her emotions in the way her father expects, rather than actively choosing to do so. Furthermore, she emphasizes her ""love, according to my bond; no more nor less"" (Passage 3), indicating a sincere intent to honor her father's love but not to overdo it. Her additional assertions that she has a ""still-soliciting eye"" and a tongue that is ""glad I have not"" (Passage 5) also underscore her genuine innocence and lack of intention to deceive. This leads to the conclusion that Cordelia's response is more a reflection of her genuine struggle to find the right words, rather than a studied act of defiance."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	48	"Cordelia's refusal to flatter her father is indeed an honest expression of her affection, rather than a deliberate act of defiance. When she says, ""Unhappy that I am, I cannot heave My heart into my mouth,"" (Passage 3), she conveys her struggle to articulate her true emotions, which are bound by her deep bond with her father. Her subsequent speech, ""Good my lord, You have begot me, bred me, lov'd me; I Return those duties back as are right fit, Obey you, love you, and most honour you,"" (Passage 4), underscores her genuine love and loyalty, rather than a rebellious spirit. Furthermore, when she says, ""I know you what you are; And, like a sister, am most loath to call Your faults as they are nam'd,"" (Passage 6), Cordelia shows that she is not intentionally defying her father, but rather holding her peace and refraining from speaking ill of him."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	B
2	a	49	"Cordelia's refusal to flatter Lear is indeed an act of deliberate defiance, standing firm in her truth and honesty. Rather than struggling to express false affection, she holds back because her genuine love is rich and unembellished, and she refuses to sully it with forced phrases (Passage 1). Specifically, ""what shall Cordelia speak? Love, and be silent"" suggests an unwavering commitment to truth, rather than a struggle to feign affection (Passage 1). She also explicitly states her love is ""According to my bond"" but does not extend beyond what is proper, indicating a clear distinction between true and false emotions, rather than a lack of feeling (Passage 3). This is reinforced by her acknowledgement that her sisters are dishonest and ""unhappy"" for it, whereas she chooses honesty, even if it leads to her downfall (Passage 4)."	Is Cordelia being deliberately defiant, standing for truth over flattery? (A) Or is her refusal simply an honest struggle to express love falsely, hiding deep affection rather than rebelling? (B)	A
3	a	0	"Gloucester's blinding serves as a metaphor for both his moral blindness and the cruelty's desire to stay hidden, linked to his own shame and refusal to acknowledge Edmund. In Passage 4, Gloucester's anguished cry, ""All dark and comfortless!"" suggests that his physical blindness is a manifestation of his own guilt and shame, indicating he is aware of his moral shortcomings. This is supported by Passage 2, where Gloucester's anger and hurt are palpable as he refers to Edmund as an ""abhorred villain,"" demonstrating an acknowledgment of his own victimhood. Passage 7 further reveals Gloucester's vulnerability, ""Why, then, your other senses grow imperfect / By your eyes' anguish,"" suggesting that his blinding has made him more aware of his physical sufferings, but his inner turmoil and shame remain unaddressed."	Does Gloucester’s blinding symbolize his moral blindness, highlighting human cruelty and vulnerability? (A) Or is it a metaphor for cruelty’s desire to stay hidden, linked to Gloucester’s own shame and refusal to acknowledge Edmund? (B)	A+B
3	a	1	"Gloucester's blinding serves as a multifaceted symbol that reinforces both interpretations of moral blindness and cruelty's desire to stay hidden. On one hand, Gloucester's blinding highlights his personal moral blindness, as evident in his ""abhorred"" denial of Edmund's treachery (Passage 1). On the other hand, Gloucester's blinding is also a metaphor for cruelty's desire to stay hidden, as Gloucester himself cannot bear to confront the truth of his illegitimate son's actions, leading to his blinding by circumstance (Passage 8). Additionally, the impact of Gloucester's blinding on his sense of shame and discomfort is further emphasized by his confession that ""it's the time's plague when madmen lead the blind"" (Passage 5), hinting at his descent into chaos and confusion. However, Gloucester does find some solace in knowing that ""misery can beguile the tyrant's rage"" (Passage 8), a statement that underscores the inherent cruelty and helplessness that pervades the world of the play."	Does Gloucester’s blinding symbolize his moral blindness, highlighting human cruelty and vulnerability? (A) Or is it a metaphor for cruelty’s desire to stay hidden, linked to Gloucester’s own shame and refusal to acknowledge Edmund? (B)	A+B
