act	scene	location	speaker	turn_number	turn_text
I	IV	The Duke of Albany's Palace	STAGE	119	Enter [Oswald the] Steward.
I	IV	The Duke of Albany's Palace	Goneril	120	"How now, Oswald? What, have you writ that letter to my sister?"
I	IV	The Duke of Albany's Palace	Oswald	121	"Yes, madam."
I	IV	The Duke of Albany's Palace	Goneril	122	"Take you some company, and away to horse! Inform her full of my particular fear, And thereto add such reasons of your own As may compact it more. Get you gone, And hasten your return. [Exit Oswald.] No, no, my lord! This milky gentleness and course of yours, Though I condemn it not, yet, under pardon, You are much more at task for want of wisdom Than prais'd for harmful mildness."
I	IV	The Duke of Albany's Palace	Albany	123	"How far your eyes may pierce I cannot tell. Striving to better, oft we mar what's well."
I	IV	The Duke of Albany's Palace	Goneril	124	Nay then-
I	IV	The Duke of Albany's Palace	Albany	125	"Well, well; th' event."
I	IV	The Duke of Albany's Palace	STAGE	126	Exeunt.
I	V	Court before the Duke of Albany's Palace	STAGE	1	"Enter Lear, Kent, and Fool."
I	V	Court before the Duke of Albany's Palace	Lear	2	"Go you before to Gloucester with these letters. Acquaint my daughter no further with anything you know than comes from her demand out of the letter. If your diligence be not speedy, I shall be there afore you."
I	V	Court before the Duke of Albany's Palace	Kent	3	"I will not sleep, my lord, till I have delivered your letter."
I	V	Court before the Duke of Albany's Palace	STAGE	4	Exit.
I	V	Court before the Duke of Albany's Palace	Fool	5	"If a man's brains were in's heels, were't not in danger of kibes?"
I	V	Court before the Duke of Albany's Palace	Lear	6	"Ay, boy."
I	V	Court before the Duke of Albany's Palace	Fool	7	Then I prithee be merry. Thy wit shall ne'er go slip-shod.
I	V	Court before the Duke of Albany's Palace	Lear	8	"Ha, ha, ha!"
I	V	Court before the Duke of Albany's Palace	Fool	9	"Shalt see thy other daughter will use thee kindly; for though she's as like this as a crab's like an apple, yet I can tell what I can tell."
I	V	Court before the Duke of Albany's Palace	Lear	10	"What canst tell, boy?"
I	V	Court before the Duke of Albany's Palace	Fool	11	She'll taste as like this as a crab does to a crab. Thou canst tell why one's nose stands i' th' middle on's face?
I	V	Court before the Duke of Albany's Palace	Lear	12	No.
I	V	Court before the Duke of Albany's Palace	Fool	13	"Why, to keep one's eyes of either side's nose, that what a man cannot smell out, 'a may spy into."
I	V	Court before the Duke of Albany's Palace	Lear	14	I did her wrong.
I	V	Court before the Duke of Albany's Palace	Fool	15	Canst tell how an oyster makes his shell?
I	V	Court before the Duke of Albany's Palace	Lear	16	No.
I	V	Court before the Duke of Albany's Palace	Fool	17	Nor I neither; but I can tell why a snail has a house.
I	V	Court before the Duke of Albany's Palace	Lear	18	Why?
I	V	Court before the Duke of Albany's Palace	Fool	19	"Why, to put's head in; not to give it away to his daughters, and leave his horns without a case."
I	V	Court before the Duke of Albany's Palace	Lear	20	I will forget my nature. So kind a father!- Be my horses ready?
I	V	Court before the Duke of Albany's Palace	Fool	21	Thy asses are gone about 'em. The reason why the seven stars are no moe than seven is a pretty reason.
I	V	Court before the Duke of Albany's Palace	Lear	22	Because they are not eight?
I	V	Court before the Duke of Albany's Palace	Fool	23	Yes indeed. Thou wouldst make a good fool.
I	V	Court before the Duke of Albany's Palace	Lear	24	To tak't again perforce! Monster ingratitude!
I	V	Court before the Duke of Albany's Palace	Fool	25	"If thou wert my fool, nuncle, I'ld have thee beaten for being old before thy time."
I	V	Court before the Duke of Albany's Palace	Lear	26	How's that?
I	V	Court before the Duke of Albany's Palace	Fool	27	Thou shouldst not have been old till thou hadst been wise.
I	V	Court before the Duke of Albany's Palace	Lear	28	"O, let me not be mad, not mad, sweet heaven! Keep me in temper; I would not be mad!"
I	V	Court before the Duke of Albany's Palace	STAGE	29	[Enter a Gentleman.]
I	V	Court before the Duke of Albany's Palace	Lear	30	How now? Are the horses ready?
I	V	Court before the Duke of Albany's Palace	Gentleman	31	"Ready, my lord."
I	V	Court before the Duke of Albany's Palace	Lear	32	"Come, boy."
I	V	Court before the Duke of Albany's Palace	Fool	33	"She that's a maid now, and laughs at my departure, Shall not be a maid long, unless things be cut shorter"
I	V	Court before the Duke of Albany's Palace	STAGE	34	Exeunt.
II	I	A court within the Castle of the Earl of Gloucester	STAGE	1	"Enter [Edmund the] Bastard and Curan, meeting."
II	I	A court within the Castle of the Earl of Gloucester	Edmund	2	"Save thee, Curan."
II	I	A court within the Castle of the Earl of Gloucester	Curan	3	"And you, sir. I have been with your father, and given him notice that the Duke of Cornwall and Regan his Duchess will be here with him this night."
II	I	A court within the Castle of the Earl of Gloucester	Edmund	4	How comes that?
II	I	A court within the Castle of the Earl of Gloucester	Curan	5	"Nay, I know not. You have heard of the news abroad- I mean the whisper'd ones, for they are yet but ear-kissing arguments?"
II	I	A court within the Castle of the Earl of Gloucester	Edmund	6	"Not I. Pray you, what are they?"
II	I	A court within the Castle of the Earl of Gloucester	Curan	7	Have you heard of no likely wars toward 'twixt the two Dukes of Cornwall and Albany?
II	I	A court within the Castle of the Earl of Gloucester	Edmund	8	Not a word.
II	I	A court within the Castle of the Earl of Gloucester	Curan	9	"You may do, then, in time. Fare you well, sir."
II	I	A court within the Castle of the Earl of Gloucester	STAGE	10	Exit.
II	I	A court within the Castle of the Earl of Gloucester	Edmund	11	"The Duke be here to-night? The better! best! This weaves itself perforce into my business. My father hath set guard to take my brother; And I have one thing, of a queasy question, Which I must act. Briefness and fortune, work! Brother, a word! Descend! Brother, I say!"
II	I	A court within the Castle of the Earl of Gloucester	STAGE	12	Enter Edgar.
II	I	A court within the Castle of the Earl of Gloucester	Edmund	13	"My father watches. O sir, fly this place! Intelligence is given where you are hid. You have now the good advantage of the night. Have you not spoken 'gainst the Duke of Cornwall? He's coming hither; now, i' th' night, i' th' haste, And Regan with him. Have you nothing said Upon his party 'gainst the Duke of Albany? Advise yourself."
II	I	A court within the Castle of the Earl of Gloucester	Edgar	14	"I am sure on't, not a word."
II	I	A court within the Castle of the Earl of Gloucester	Edmund	15	"I hear my father coming. Pardon me! In cunning I must draw my sword upon you. Draw, seem to defend yourself; now quit you well.- Yield! Come before my father. Light, ho, here! Fly, brother.- Torches, torches!- So farewell."
II	I	A court within the Castle of the Earl of Gloucester	STAGE	16	Exit Edgar.
II	I	A court within the Castle of the Earl of Gloucester	Edmund	17	"Some blood drawn on me would beget opinion Of my more fierce endeavour. [Stabs his arm.] I have seen drunkards Do more than this in sport.- Father, father!- Stop, stop! No help?"
II	I	A court within the Castle of the Earl of Gloucester	STAGE	18	"Enter Gloucester, and Servants with torches."
II	I	A court within the Castle of the Earl of Gloucester	Gloucester	19	"Now, Edmund, where's the villain?"
II	I	A court within the Castle of the Earl of Gloucester	Edmund	20	"Here stood he in the dark, his sharp sword out, Mumbling of wicked charms, conjuring the moon To stand 's auspicious mistress."
II	I	A court within the Castle of the Earl of Gloucester	Gloucester	21	But where is he?
II	I	A court within the Castle of the Earl of Gloucester	Edmund	22	"Look, sir, I bleed."
II	I	A court within the Castle of the Earl of Gloucester	Gloucester	23	"Where is the villain, Edmund?"
II	I	A court within the Castle of the Earl of Gloucester	Edmund	24	"Fled this way, sir. When by no means he could-"
II	I	A court within the Castle of the Earl of Gloucester	Gloucester	25	"Pursue him, ho! Go after. [Exeunt some Servants]. By no means what?"
II	I	A court within the Castle of the Earl of Gloucester	Edmund	26	"Persuade me to the murther of your lordship; But that I told him the revenging gods 'Gainst parricides did all their thunders bend; Spoke with how manifold and strong a bond The child was bound to th' father- sir, in fine, Seeing how loathly opposite I stood To his unnatural purpose, in fell motion With his prepared sword he charges home My unprovided body, lanch'd mine arm; But when he saw my best alarum'd spirits, Bold in the quarrel's right, rous'd to th' encounter, Or whether gasted by the noise I made, Full suddenly he fled."
II	I	A court within the Castle of the Earl of Gloucester	Gloucester	27	"Let him fly far. Not in this land shall he remain uncaught; And found- dispatch. The noble Duke my master, My worthy arch and patron, comes to-night. By his authority I will proclaim it That he which find, him shall deserve our thanks, Bringing the murderous caitiff to the stake; He that conceals him, death."
II	I	A court within the Castle of the Earl of Gloucester	Edmund	28	"When I dissuaded him from his intent And found him pight to do it, with curst speech I threaten'd to discover him. He replied, 'Thou unpossessing bastard, dost thou think, If I would stand against thee, would the reposal Of any trust, virtue, or worth in thee Make thy words faith'd? No. What I should deny (As this I would; ay, though thou didst produce My very character), I'ld turn it all To thy suggestion, plot, and damned practice; And thou must make a dullard of the world, If they not thought the profits of my death Were very pregnant and potential spurs To make thee seek it.'"
II	I	A court within the Castle of the Earl of Gloucester	Gloucester	29	Strong and fast'ned villain! Would he deny his letter? I never got him.
II	I	A court within the Castle of the Earl of Gloucester	STAGE	30	Tucket within.
II	I	A court within the Castle of the Earl of Gloucester	Gloucester	31	"Hark, the Duke's trumpets! I know not why he comes. All ports I'll bar; the villain shall not scape; The Duke must grant me that. Besides, his picture I will send far and near, that all the kingdom May have due note of him, and of my land, Loyal and natural boy, I'll work the means To make thee capable."
II	I	A court within the Castle of the Earl of Gloucester	STAGE	32	"Enter Cornwall, Regan, and Attendants."
II	I	A court within the Castle of the Earl of Gloucester	Cornwall	33	"How now, my noble friend? Since I came hither (Which I can call but now) I have heard strange news."
II	I	A court within the Castle of the Earl of Gloucester	Regan	34	"If it be true, all vengeance comes too short Which can pursue th' offender. How dost, my lord?"
II	I	A court within the Castle of the Earl of Gloucester	Gloucester	35	"O madam, my old heart is crack'd, it's crack'd!"
II	I	A court within the Castle of the Earl of Gloucester	Regan	36	"What, did my father's godson seek your life? He whom my father nam'd? Your Edgar?"
II	I	A court within the Castle of the Earl of Gloucester	Gloucester	37	"O lady, lady, shame would have it hid!"
II	I	A court within the Castle of the Earl of Gloucester	Regan	38	Was he not companion with the riotous knights That tend upon my father?
II	I	A court within the Castle of the Earl of Gloucester	Gloucester	39	"I know not, madam. 'Tis too bad, too bad!"
II	I	A court within the Castle of the Earl of Gloucester	Edmund	40	"Yes, madam, he was of that consort."
II	I	A court within the Castle of the Earl of Gloucester	Regan	41	"No marvel then though he were ill affected. 'Tis they have put him on the old man's death, To have th' expense and waste of his revenues. I have this present evening from my sister Been well inform'd of them, and with such cautions That, if they come to sojourn at my house, I'll not be there."
II	I	A court within the Castle of the Earl of Gloucester	Cornwall	42	"Nor I, assure thee, Regan. Edmund, I hear that you have shown your father A childlike office."
II	I	A court within the Castle of the Earl of Gloucester	Edmund	43	"'Twas my duty, sir."
II	I	A court within the Castle of the Earl of Gloucester	Gloucester	44	"He did bewray his practice, and receiv'd This hurt you see, striving to apprehend him."
II	I	A court within the Castle of the Earl of Gloucester	Cornwall	45	Is he pursued?
II	I	A court within the Castle of the Earl of Gloucester	Gloucester	46	"Ay, my good lord."
II	I	A court within the Castle of the Earl of Gloucester	Cornwall	47	"If he be taken, he shall never more Be fear'd of doing harm. Make your own purpose, How in my strength you please. For you, Edmund, Whose virtue and obedience doth this instant So much commend itself, you shall be ours. Natures of such deep trust we shall much need; You we first seize on."
II	I	A court within the Castle of the Earl of Gloucester	Edmund	48	"I shall serve you, sir, Truly, however else."
II	I	A court within the Castle of the Earl of Gloucester	Gloucester	49	For him I thank your Grace.
II	I	A court within the Castle of the Earl of Gloucester	Cornwall	50	You know not why we came to visit you-
II	I	A court within the Castle of the Earl of Gloucester	Regan	51	"Thus out of season, threading dark-ey'd night. Occasions, noble Gloucester, of some poise, Wherein we must have use of your advice. Our father he hath writ, so hath our sister, Of differences, which I best thought it fit To answer from our home. The several messengers From hence attend dispatch. Our good old friend, Lay comforts to your bosom, and bestow Your needful counsel to our business, Which craves the instant use."
II	I	A court within the Castle of the Earl of Gloucester	Gloucester	52	"I serve you, madam. Your Graces are right welcome."
II	I	A court within the Castle of the Earl of Gloucester	STAGE	53	Exeunt. Flourish.
II	II	Before Gloucester's Castle	STAGE	1	"Enter Kent and [Oswald the] Steward, severally."
II	II	Before Gloucester's Castle	Oswald	2	"Good dawning to thee, friend. Art of this house?"
II	II	Before Gloucester's Castle	Kent	3	Ay.
II	II	Before Gloucester's Castle	Oswald	4	Where may we set our horses?
II	II	Before Gloucester's Castle	Kent	5	I' th' mire.
II	II	Before Gloucester's Castle	Oswald	6	"Prithee, if thou lov'st me, tell me."
II	II	Before Gloucester's Castle	Kent	7	I love thee not.
II	II	Before Gloucester's Castle	Oswald	8	"Why then, I care not for thee."
II	II	Before Gloucester's Castle	Kent	9	"If I had thee in Lipsbury Pinfold, I would make thee care for me."
II	II	Before Gloucester's Castle	Oswald	10	Why dost thou use me thus? I know thee not.
II	II	Before Gloucester's Castle	Kent	11	"Fellow, I know thee."
II	II	Before Gloucester's Castle	Oswald	12	What dost thou know me for?
II	II	Before Gloucester's Castle	Kent	13	"A knave; a rascal; an eater of broken meats; a base, proud, shallow, beggarly, three-suited, hundred-pound, filthy, worsted-stocking knave; a lily-liver'd, action-taking, whoreson, glass-gazing, superserviceable, finical rogue; one-trunk-inheriting slave; one that wouldst be a bawd in way of good service, and art nothing but the composition of a knave, beggar, coward, pander, and the son and heir of a mongrel bitch; one whom I will beat into clamorous whining, if thou deny the least syllable of thy addition."
II	II	Before Gloucester's Castle	Oswald	14	"Why, what a monstrous fellow art thou, thus to rail on one that's neither known of thee nor knows thee!"
II	II	Before Gloucester's Castle	Kent	15	"What a brazen-fac'd varlet art thou, to deny thou knowest me! Is it two days ago since I beat thee and tripp'd up thy heels before the King? [Draws his sword.] Draw, you rogue! for, though it be night, yet the moon shines. I'll make a sop o' th' moonshine o' you. Draw, you whoreson cullionly barbermonger! draw!"
II	II	Before Gloucester's Castle	Oswald	16	Away! I have nothing to do with thee.
II	II	Before Gloucester's Castle	Kent	17	"Draw, you rascal! You come with letters against the King, and take Vanity the puppet's part against the royalty of her father. Draw, you rogue, or I'll so carbonado your shanks! Draw, you rascal! Come your ways!"
II	II	Before Gloucester's Castle	Oswald	18	"Help, ho! murther! help!"
II	II	Before Gloucester's Castle	Kent	19	"Strike, you slave! Stand, rogue! Stand, you neat slave! Strike! [Beats him.]"
II	II	Before Gloucester's Castle	Oswald	20	"Help, ho! murther! murther!"
II	II	Before Gloucester's Castle	STAGE	21	"Enter Edmund, with his rapier drawn, Gloucester, Cornwall, Regan, Servants."
II	II	Before Gloucester's Castle	Edmund	22	How now? What's the matter? [Parts them.]
II	II	Before Gloucester's Castle	Kent	23	"With you, goodman boy, an you please! Come, I'll flesh ye! Come on, young master!"
II	II	Before Gloucester's Castle	Gloucester	24	Weapons? arms? What's the matter here?
II	II	Before Gloucester's Castle	Cornwall	25	"Keep peace, upon your lives! He dies that strikes again. What is the matter?"
II	II	Before Gloucester's Castle	Regan	26	The messengers from our sister and the King.
II	II	Before Gloucester's Castle	Cornwall	27	What is your difference? Speak.
II	II	Before Gloucester's Castle	Oswald	28	"I am scarce in breath, my lord."
II	II	Before Gloucester's Castle	Kent	29	"No marvel, you have so bestirr'd your valour. You cowardly rascal, nature disclaims in thee; a tailor made thee."
II	II	Before Gloucester's Castle	Cornwall	30	Thou art a strange fellow. A tailor make a man?
II	II	Before Gloucester's Castle	Kent	31	"Ay, a tailor, sir. A stonecutter or a painter could not have made him so ill, though he had been but two hours at the trade."
II	II	Before Gloucester's Castle	Cornwall	32	"Speak yet, how grew your quarrel?"
II	II	Before Gloucester's Castle	Oswald	33	"This ancient ruffian, sir, whose life I have spar'd At suit of his grey beard-"
II	II	Before Gloucester's Castle	Kent	34	"Thou whoreson zed! thou unnecessary letter! My lord, if you'll give me leave, I will tread this unbolted villain into mortar and daub the walls of a jakes with him. 'Spare my grey beard,' you wagtail?"
II	II	Before Gloucester's Castle	Cornwall	35	"Peace, sirrah! You beastly knave, know you no reverence?"
II	II	Before Gloucester's Castle	Kent	36	"Yes, sir, but anger hath a privilege."
II	II	Before Gloucester's Castle	Cornwall	37	Why art thou angry?
II	II	Before Gloucester's Castle	Kent	38	"That such a slave as this should wear a sword, Who wears no honesty. Such smiling rogues as these, Like rats, oft bite the holy cords atwain Which are too intrinse t' unloose; smooth every passion That in the natures of their lords rebel, Bring oil to fire, snow to their colder moods; Renege, affirm, and turn their halcyon beaks With every gale and vary of their masters, Knowing naught (like dogs) but following. A plague upon your epileptic visage! Smile you my speeches, as I were a fool? Goose, an I had you upon Sarum Plain, I'ld drive ye cackling home to Camelot."
II	II	Before Gloucester's Castle	Cornwall	39	"What, art thou mad, old fellow?"
II	II	Before Gloucester's Castle	Gloucester	40	How fell you out? Say that.
II	II	Before Gloucester's Castle	Kent	41	No contraries hold more antipathy Than I and such a knave.
II	II	Before Gloucester's Castle	Cornwall	42	Why dost thou call him knave? What is his fault?
II	II	Before Gloucester's Castle	Kent	43	His countenance likes me not.
II	II	Before Gloucester's Castle	Cornwall	44	"No more perchance does mine, or his, or hers."
II	II	Before Gloucester's Castle	Kent	45	"Sir, 'tis my occupation to be plain. I have seen better faces in my time Than stands on any shoulder that I see Before me at this instant."
II	II	Before Gloucester's Castle	Cornwall	46	"This is some fellow Who, having been prais'd for bluntness, doth affect A saucy roughness, and constrains the garb Quite from his nature. He cannot flatter, he! An honest mind and plain- he must speak truth! An they will take it, so; if not, he's plain. These kind of knaves I know which in this plainness Harbour more craft and more corrupter ends Than twenty silly-ducking observants That stretch their duties nicely."
II	II	Before Gloucester's Castle	Kent	47	"Sir, in good faith, in sincere verity, Under th' allowance of your great aspect, Whose influence, like the wreath of radiant fire On flickering Phoebus' front-"
II	II	Before Gloucester's Castle	Cornwall	48	What mean'st by this?
II	II	Before Gloucester's Castle	Kent	49	"To go out of my dialect, which you discommend so much. I know, sir, I am no flatterer. He that beguil'd you in a plain accent was a plain knave, which, for my part, I will not be, though I should win your displeasure to entreat me to't."
II	II	Before Gloucester's Castle	Cornwall	50	What was th' offence you gave him?
II	II	Before Gloucester's Castle	Oswald	51	"I never gave him any. It pleas'd the King his master very late To strike at me, upon his misconstruction; When he, conjunct, and flattering his displeasure, Tripp'd me behind; being down, insulted, rail'd And put upon him such a deal of man That worthied him, got praises of the King For him attempting who was self-subdu'd; And, in the fleshment of this dread exploit, Drew on me here again."
II	II	Before Gloucester's Castle	Kent	52	None of these rogues and cowards But Ajax is their fool.
II	II	Before Gloucester's Castle	Cornwall	53	"Fetch forth the stocks! You stubborn ancient knave, you reverent braggart, We'll teach you-"
II	II	Before Gloucester's Castle	Kent	54	"Sir, I am too old to learn. Call not your stocks for me. I serve the King; On whose employment I was sent to you. You shall do small respect, show too bold malice Against the grace and person of my master, Stocking his messenger."
II	II	Before Gloucester's Castle	Cornwall	55	"Fetch forth the stocks! As I have life and honour, There shall he sit till noon."
II	II	Before Gloucester's Castle	Regan	56	"Till noon? Till night, my lord, and all night too!"
II	II	Before Gloucester's Castle	Kent	57	"Why, madam, if I were your father's dog, You should not use me so."
II	II	Before Gloucester's Castle	Regan	58	"Sir, being his knave, I will."
II	II	Before Gloucester's Castle	Cornwall	59	"This is a fellow of the selfsame colour Our sister speaks of. Come, bring away the stocks!"
II	II	Before Gloucester's Castle	STAGE	60	Stocks brought out.
II	II	Before Gloucester's Castle	Gloucester	61	"Let me beseech your Grace not to do so. His fault is much, and the good King his master Will check him for't. Your purpos'd low correction Is such as basest and contemn'dest wretches For pilf'rings and most common trespasses Are punish'd with. The King must take it ill That he, so slightly valued in his messenger, Should have him thus restrain'd."
II	II	Before Gloucester's Castle	Cornwall	62	I'll answer that.
II	II	Before Gloucester's Castle	Regan	63	"My sister may receive it much more worse, To have her gentleman abus'd, assaulted, For following her affairs. Put in his legs. [Kent is put in the stocks.] Come, my good lord, away."
II	II	Before Gloucester's Castle	STAGE	64	Exeunt [all but Gloucester and Kent].
II	II	Before Gloucester's Castle	Gloucester	65	"I am sorry for thee, friend. 'Tis the Duke's pleasure, Whose disposition, all the world well knows, Will not be rubb'd nor stopp'd. I'll entreat for thee."
II	II	Before Gloucester's Castle	Kent	66	"Pray do not, sir. I have watch'd and travell'd hard. Some time I shall sleep out, the rest I'll whistle. A good man's fortune may grow out at heels. Give you good morrow!"
II	II	Before Gloucester's Castle	Gloucester	67	The Duke 's to blame in this; 'twill be ill taken.
II	II	Before Gloucester's Castle	STAGE	68	Exit.
II	II	Before Gloucester's Castle	Kent	69	"Good King, that must approve the common saw, Thou out of heaven's benediction com'st To the warm sun! Approach, thou beacon to this under globe, That by thy comfortable beams I may Peruse this letter. Nothing almost sees miracles But misery. I know 'tis from Cordelia, Who hath most fortunately been inform'd Of my obscured course- and [reads] 'shall find time From this enormous state, seeking to give Losses their remedies'- All weary and o'erwatch'd, Take vantage, heavy eyes, not to behold This shameful lodging. Fortune, good night; smile once more, turn thy wheel."
II	II	Before Gloucester's Castle	STAGE	70	Sleeps.
II	III	The open country	STAGE	1	Enter Edgar.
II	III	The open country	Edgar	2	"I heard myself proclaim'd, And by the happy hollow of a tree Escap'd the hunt. No port is free, no place That guard and most unusual vigilance Does not attend my taking. Whiles I may scape, I will preserve myself; and am bethought To take the basest and most poorest shape That ever penury, in contempt of man, Brought near to beast. My face I'll grime with filth, Blanket my loins, elf all my hair in knots, And with presented nakedness outface The winds and persecutions of the sky. The country gives me proof and precedent Of Bedlam beggars, who, with roaring voices, Strike in their numb'd and mortified bare arms Pins, wooden pricks, nails, sprigs of rosemary; And with this horrible object, from low farms, Poor pelting villages, sheepcotes, and mills, Sometime with lunatic bans, sometime with prayers, Enforce their charity. 'Poor Turlygod! poor Tom!' That's something yet! Edgar I nothing am."
II	III	The open country	STAGE	3	Exit.
II	IV	Before Gloucester's Castle	STAGE	1	"Kent in the stocks; Enter Lear, Fool, and Gentleman."
II	IV	Before Gloucester's Castle	Lear	2	"'Tis strange that they should so depart from home, And not send back my messenger."
II	IV	Before Gloucester's Castle	Gentleman	3	"As I learn'd, The night before there was no purpose in them Of this remove."
II	IV	Before Gloucester's Castle	Kent	4	"Hail to thee, noble master!"
II	IV	Before Gloucester's Castle	Lear	5	Ha! Mak'st thou this shame thy pastime?
II	IV	Before Gloucester's Castle	Kent	6	"No, my lord."
II	IV	Before Gloucester's Castle	Fool	7	"Ha, ha! look! he wears cruel garters. Horses are tied by the head, dogs and bears by th' neck, monkeys by th' loins, and men by th' legs. When a man's over-lusty at legs, then he wears wooden nether-stocks."
II	IV	Before Gloucester's Castle	Lear	8	What's he that hath so much thy place mistook To set thee here?
II	IV	Before Gloucester's Castle	Kent	9	It is both he and she- Your son and daughter.
II	IV	Before Gloucester's Castle	Lear	10	No.
II	IV	Before Gloucester's Castle	Kent	11	Yes.
II	IV	Before Gloucester's Castle	Lear	12	"No, I say."
II	IV	Before Gloucester's Castle	Kent	13	I say yea.
II	IV	Before Gloucester's Castle	Lear	14	"No, no, they would not!"
II	IV	Before Gloucester's Castle	Kent	15	"Yes, they have."
II	IV	Before Gloucester's Castle	Lear	16	"By Jupiter, I swear no!"
II	IV	Before Gloucester's Castle	Kent	17	"By Juno, I swear ay!"
II	IV	Before Gloucester's Castle	Lear	18	"They durst not do't; They would not, could not do't. 'Tis worse than murther To do upon respect such violent outrage. Resolve me with all modest haste which way Thou mightst deserve or they impose this usage, Coming from us."
II	IV	Before Gloucester's Castle	Kent	19	"My lord, when at their home I did commend your Highness' letters to them, Ere I was risen from the place that show'd My duty kneeling, came there a reeking post, Stew'd in his haste, half breathless, panting forth From Goneril his mistress salutations; Deliver'd letters, spite of intermission, Which presently they read; on whose contents, They summon'd up their meiny, straight took horse, Commanded me to follow and attend The leisure of their answer, gave me cold looks, And meeting here the other messenger, Whose welcome I perceiv'd had poison'd mine- Being the very fellow which of late Display'd so saucily against your Highness- Having more man than wit about me, drew. He rais'd the house with loud and coward cries. Your son and daughter found this trespass worth The shame which here it suffers."
II	IV	Before Gloucester's Castle	Fool	20	"Winter's not gone yet, if the wild geese fly that way. Fathers that wear rags Do make their children blind; But fathers that bear bags Shall see their children kind. Fortune, that arrant whore, Ne'er turns the key to th' poor. But for all this, thou shalt have as many dolours for thy daughters as thou canst tell in a year."
II	IV	Before Gloucester's Castle	Lear	21	"O, how this mother swells up toward my heart! Hysterica passio! Down, thou climbing sorrow! Thy element's below! Where is this daughter?"
II	IV	Before Gloucester's Castle	Kent	22	"With the Earl, sir, here within."
II	IV	Before Gloucester's Castle	Lear	23	Follow me not; Stay here.
II	IV	Before Gloucester's Castle	STAGE	24	Exit.
II	IV	Before Gloucester's Castle	Gentleman	25	Made you no more offence but what you speak of?
II	IV	Before Gloucester's Castle	Kent	26	None. How chance the King comes with so small a number?
II	IV	Before Gloucester's Castle	Fool	27	"An thou hadst been set i' th' stocks for that question, thou'dst well deserv'd it."
II	IV	Before Gloucester's Castle	Kent	28	"Why, fool?"
II	IV	Before Gloucester's Castle	Fool	29	"We'll set thee to school to an ant, to teach thee there's no labouring i' th' winter. All that follow their noses are led by their eyes but blind men, and there's not a nose among twenty but can smell him that's stinking. Let go thy hold when a great wheel runs down a hill, lest it break thy neck with following it; but the great one that goes upward, let him draw thee after. When a wise man gives thee better counsel, give me mine again. I would have none but knaves follow it, since a fool gives it. That sir which serves and seeks for gain, And follows but for form, Will pack when it begins to rain And leave thee in the storm. But I will tarry; the fool will stay, And let the wise man fly. The knave turns fool that runs away; The fool no knave, perdy."
II	IV	Before Gloucester's Castle	Kent	30	"Where learn'd you this, fool?"
II	IV	Before Gloucester's Castle	Fool	31	"Not i' th' stocks, fool."
II	IV	Before Gloucester's Castle	STAGE	32	Enter Lear and Gloucester.
II	IV	Before Gloucester's Castle	Lear	33	Deny to speak with me? They are sick? they are weary? They have travell'd all the night? Mere fetches- The images of revolt and flying off! Fetch me a better answer.
II	IV	Before Gloucester's Castle	Gloucester	34	"My dear lord, You know the fiery quality of the Duke, How unremovable and fix'd he is In his own course."
II	IV	Before Gloucester's Castle	Lear	35	"Vengeance! plague! death! confusion! Fiery? What quality? Why, Gloucester, Gloucester, I'ld speak with the Duke of Cornwall and his wife."
II	IV	Before Gloucester's Castle	Gloucester	36	"Well, my good lord, I have inform'd them so."
II	IV	Before Gloucester's Castle	Lear	37	"Inform'd them? Dost thou understand me, man?"
II	IV	Before Gloucester's Castle	Gloucester	38	"Ay, my good lord."
II	IV	Before Gloucester's Castle	Lear	39	"The King would speak with Cornwall; the dear father Would with his daughter speak, commands her service. Are they inform'd of this? My breath and blood! Fiery? the fiery Duke? Tell the hot Duke that- No, but not yet! May be he is not well. Infirmity doth still neglect all office Whereto our health is bound. We are not ourselves When nature, being oppress'd, commands the mind To suffer with the body. I'll forbear; And am fallen out with my more headier will, To take the indispos'd and sickly fit For the sound man.- Death on my state! Wherefore Should be sit here? This act persuades me That this remotion of the Duke and her Is practice only. Give me my servant forth. Go tell the Duke and 's wife I'ld speak with them- Now, presently. Bid them come forth and hear me, Or at their chamber door I'll beat the drum Till it cry sleep to death."
II	IV	Before Gloucester's Castle	Gloucester	40	I would have all well betwixt you.
II	IV	Before Gloucester's Castle	STAGE	41	Exit.
II	IV	Before Gloucester's Castle	Lear	42	"O me, my heart, my rising heart! But down!"
II	IV	Before Gloucester's Castle	Fool	43	"Cry to it, nuncle, as the cockney did to the eels when she put 'em i' th' paste alive. She knapp'd 'em o' th' coxcombs with a stick and cried 'Down, wantons, down!' 'Twas her brother that, in pure kindness to his horse, buttered his hay."
II	IV	Before Gloucester's Castle	STAGE	44	"Enter Cornwall, Regan, Gloucester, Servants."
II	IV	Before Gloucester's Castle	Lear	45	Good morrow to you both.
II	IV	Before Gloucester's Castle	Cornwall	46	Hail to your Grace!
II	IV	Before Gloucester's Castle	STAGE	47	Kent here set at liberty.
II	IV	Before Gloucester's Castle	Regan	48	I am glad to see your Highness.
